Qty-1,Part References,Value,Package,Mfg Part Num,Mfg Name,VID,Vendor Part Num,Description,Type,Tolerance,Voltage Rating,Package,Value,XREF
2,"X5002, X5003",,MICROCLASP-10-DUAL-RA,55959-1030,Molex,NW,09J7567,Micro-Clasp header, 10pos, 2 rows, RA, through-hole,Connector,*,*,*,*,REF46
1,"C1",2.2u,0603-CAP,GRM188R61E225KA12D,Murata,NW,13T1193,Capacitor, Ceramic, 2.2UF, 10%, 25V, 0603, X5R,Capacitor,10%,25V,603,2.2 uF,REF21
3,"R1, R3, R5",5.6k,0603-RES,ERJ-3EKF5601V,Panasonic,NW,64R5354,Resistor, 5.6 kohm, 100 mW, 1%, 0603,Resistor,1%,75 V,603,5.6 kohm,REF222
6,"R2, R4, R6, R7, R9, R11",10k,0603-RES,RC0603FR-0720KL,Vishay Dale,NW,26R4043,Resistor, Thick Film, 20 kohm, 100 mW, 1%, 0603,Resistor,1%,75V,603,10k ohm,REF199
3,"R8, R10, R12",20k,0603-RES,RC0603FR-0720KL,Vishay Dale,NW,26R4043,Resistor, Thick Film, 20 kohm, 100 mW, 1%, 0603,Resistor,1%,75V,603,10k ohm,REF199
1,"F1",500mA,0603,MF-FSMF050X-2,Bourns Inc,NW,87W5964,Fuse, Resettable PTC, 6V, 500mA, 0603,PTC,*,6V,603,500mA,REF180
1,"X509",Sensors,MICROCLASP-20-DUAL-RA,55959-2030,Molex,NW,09J7572,Micro-Clasp header, 20pos, 2 rows, RA, through-hole,Connector,*,*,*,*,REF81
